Closed Quarter,Closed Month,Closed Week,Closed Day,Case Id,Analyst,Category,Language,Start date,Blocked,Cust Time Hours,Agent Time Hours,Consult,Closing Channel,Opening Channel,Complexity,Incoming Messages,Vendor Team,Product,Total Resolution Time x Blocked By,Num Outgoing Emails,Total Resolution Time Incl Weekends Hours,Total time to Assign in Hours,Time for First Response in Hours,Consult Total Resolution Time,Total Resolution Time WITHOUT WEEKENDS,Manual Followup Count,OverallSat,Case Region,PL,SM,Start (IST) Time,Day,Hour,Agentime/Itr.
2018-04-01,2018-05-01,2018-05-06,2018-05-10,7-964522278,mbano,Tagging,en,2018-05-10,FALSE,0.00,6.77,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.77,2,6.77,0.01,0.02,0.00,6.77,1,,EMEA,enagabushanam,sgangadhari,2018-05-10 13:34:34,Thu,13,3.38
2018-04-01,2018-04-01,2018-04-22,2018-04-27,6-642522185,vsantosh,Video,en,2018-04-27,FALSE,0.00,6.76,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,6.76,1,6.76,2.40,6.76,0.00,6.76,0,,NA,arghyamitra,mshabbir,2018-04-28 0:42:15,Sat,0,6.76
2018-04-01,2018-04-01,2018-04-01,2018-04-05,5-242721851,bpullivarthi,Programmatic Direct (Deals),en,2018-04-05,FALSE,0.17,6.60,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.76,2,6.76,1.56,6.35,0.00,6.76,0,,NA,nayaka,sbalasundaram,2018-04-05 19:25:23,Thu,19,3.30
2018-04-01,2018-04-01,2018-04-22,2018-04-23,3-166621756,crystalwang,Native,en,2018-04-22,FALSE,0.00,6.76,FALSE,PHONE,PHONE,null,0,HCL CHN PLAT,Monetization,6.76,0,6.76,0.00,6.76,0.00,5.00,0,,CHINA,nkone,saikarthik,2018-04-23 10:44:33,Mon,10,
2018-04-01,2018-05-01,2018-05-06,2018-05-10,6-634922197,anuragkumarr,Publisher Controls,en,2018-05-09,FALSE,0.00,6.76,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Monetization,6.76,1,6.76,0.59,6.76,0.00,6.76,0,,APAC,ldaram,larasur,2018-05-10 8:14:19,Thu,8,6.76
2018-04-01,2018-04-01,2018-04-22,2018-04-26,9-465022123,sumanap,Order & Line Item Delivery (Adserving),en,2018-04-25,FALSE,0.02,6.74,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD PLAT,Platforms,6.76,1,6.76,1.81,6.74,0.00,6.76,0,,APAC,susaurabh,vsunda,2018-04-26 6:46:19,Thu,6,6.74
2018-04-01,2018-05-01,2018-05-13,2018-05-16,2-139522371,sveggalam,Reporting,en,2018-05-16,FALSE,0.00,6.76,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.76,2,6.76,0.01,0.01,0.00,6.76,1,,EMEA,vereddy,sgangadhari,2018-05-16 16:32:16,Wed,16,3.38
2018-04-01,2018-04-01,2018-04-29,2018-04-30,7-091021895,pandrac,AMP,en,2018-04-30,FALSE,1.76,5.00,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Consult - Monetization,6.76,1,6.76,1.76,6.76,0.00,6.76,0,,EMEA,aaluguri,ashwint,2018-04-30 15:33:42,Mon,15,5.00
2018-04-01,2018-06-01,2018-06-17,2018-06-22,0-101422419,calankrita,Programmatic Direct (Deals),en,2018-06-22,FALSE,0.00,6.75,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.75,1,6.75,0.00,6.75,0.00,6.75,0,,EMEA,enagabushanam,sgangadhari,2018-06-22 18:41:21,Fri,18,6.75
2018-04-01,2018-04-01,2018-04-08,2018-04-11,2-079421879,djavvaji,Order & Line Item Delivery (Adserving),en,2018-04-11,FALSE,0.00,0.00,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.75,1,6.75,0.00,6.75,0.00,6.75,0,,NA,djavvaji,vipinnair,2018-04-12 2:20:04,Thu,2,0.00
2018-04-01,2018-06-01,2018-06-10,2018-06-15,8-330522838,bvuppu,Order & Line Item Setup,en,2018-06-14,FALSE,6.19,0.56,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.75,2,6.75,0.02,0.03,0.00,6.75,0,100,APAC,susaurabh,vsunda,2018-06-15 10:21:01,Fri,10,0.28
2018-04-01,2018-04-01,2018-04-29,2018-04-30,7-424621830,pcolombon,Reporting,fr,2018-04-30,FALSE,0.07,6.68,FALSE,EMAIL,EMAIL,Easy,3,HCL DUB MON,Monetization,6.75,2,6.75,0.38,4.04,0.00,6.75,0,,DUBLIN,hmatos,hmatos,2018-04-30 14:05:56,Mon,14,3.34
2018-04-01,2018-04-01,2018-04-01,2018-04-04,0-547721518,vallalak,Native,en,2018-04-04,FALSE,0.00,6.75,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Consult - Monetization,6.75,1,6.75,1.00,6.75,0.00,6.75,0,,NA,jjaleel,mshabbir,2018-04-04 23:22:21,Wed,23,6.75
2018-04-01,2018-04-01,2018-04-08,2018-04-11,6-667221843,sveggalam,Formats & Creative Trafficking,en,2018-04-11,FALSE,0.00,6.74,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.74,1,6.74,0.17,6.74,0.00,6.74,0,,EMEA,vereddy,sgangadhari,2018-04-11 17:57:37,Wed,17,6.74
2018-04-01,2018-05-01,2018-05-20,2018-05-23,2-082322501,akudo,"Reporting, DRX Consults",en,2018-05-23,FALSE,0.00,6.74,FALSE,EMAIL,EMAIL,null,1,HCL JAP PLAT,Consult - Platforms,6.74,1,6.74,1.43,6.74,0.00,6.74,0,,JAPAN,nkone,saikarthik,2018-05-24 3:24:57,Thu,3,6.74
2018-04-01,2018-04-01,2018-04-15,2018-04-20,1-238822117,tvijayalakshmi,Administration,en,2018-04-20,FALSE,0.00,5.62,TRUE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,6.74,2,6.74,2.31,4.69,1.12,6.74,1,,EMEA,malavikas,ashwint,2018-04-20 12:38:28,Fri,12,2.81
2018-04-01,2018-04-01,2018-04-01,2018-04-03,1-224821524,mnoman,Policy,en,2018-04-03,FALSE,0.01,6.73,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Consult - Monetization,6.74,2,6.74,0.17,3.76,0.00,6.74,1,,EMEA,jjonnalagadda,ashwint,2018-04-03 16:36:43,Tue,16,3.37
2018-04-01,2018-05-01,2018-05-06,2018-05-10,1-299121848,lkalinowski,Audience,en,2018-05-09,FALSE,0.00,6.74,FALSE,EMAIL,EMAIL,null,2,HCL KRK PLAT,Platforms,6.74,1,6.74,4.59,6.74,0.00,6.74,0,,KRAKOW,hmatos,hmatos,2018-05-10 10:09:42,Thu,10,6.74
2018-04-01,2018-06-01,2018-05-27,2018-06-01,7-703022408,anathak,Account Management,en,2018-06-01,FALSE,0.00,6.74,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Consult - Monetization,6.74,1,6.74,0.43,6.74,0.00,6.74,0,,NA,arghyamitra,mshabbir,2018-06-01 21:16:44,Fri,21,6.74
2018-04-01,2018-06-01,2018-06-03,2018-06-05,5-135322290,nriccobelli,Programmatic Direct (Deals),es,2018-06-05,FALSE,3.45,3.28,FALSE,EMAIL,EMAIL,Easy,5,HCL SAO MON,Monetization,6.73,2,6.73,0.00,3.00,0.00,6.73,0,,LATAM,kvennamaneni,saikarthik,2018-06-05 20:52:00,Tue,20,1.64
2018-04-01,2018-04-01,2018-04-22,2018-04-23,2-586221940,crystalwang,Native,en,2018-04-22,FALSE,0.00,6.73,FALSE,PHONE,PHONE,null,0,HCL CHN PLAT,Monetization,6.73,0,6.73,0.00,6.73,0.00,5.01,0,,CHINA,nkone,saikarthik,2018-04-23 10:46:52,Mon,10,
2018-04-01,2018-05-01,2018-05-13,2018-05-17,8-156622003,ftaffi,Account Management,it,2018-05-17,FALSE,1.37,5.36,FALSE,EMAIL,EMAIL,Medium,5,HCL DUB PLAT,Platforms,6.73,5,6.73,0.13,1.29,0.00,6.73,1,,DUBLIN,hmatos,hmatos,2018-05-17 15:05:43,Thu,15,1.07
2018-04-01,2018-04-01,2018-04-08,2018-04-10,6-431221808,cpunia,Inventory Management,en,2018-04-10,FALSE,0.00,6.73,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Consult - Monetization,6.73,1,6.73,1.18,6.73,0.00,6.73,0,,NA,vbandikalla,mshabbir,2018-04-10 19:56:56,Tue,19,6.73
2018-04-01,2018-04-01,2018-04-15,2018-04-20,1-514421954,nayaka,Reporting,en,2018-04-20,FALSE,0.00,6.73,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.73,2,6.73,0.02,0.03,0.00,6.73,1,,NA,nayaka,sbalasundaram,2018-04-20 20:01:03,Fri,20,3.36
2018-04-01,2018-05-01,2018-05-20,2018-05-20,5-209322316,bvuppu,Formats & Creative Trafficking,en,2018-05-20,FALSE,2.71,4.01,FALSE,EMAIL,EMAIL,null,2,HCL HYD PLAT,Platforms,6.72,2,6.72,0.94,3.49,0.00,0.00,0,,APAC,susaurabh,vsunda,2018-05-21 5:00:54,Mon,5,2.01
2018-04-01,2018-05-01,2018-05-27,2018-05-31,4-202422469,akudo,"Reporting, DRX Consults",en,2018-05-31,FALSE,0.00,6.72,FALSE,EMAIL,EMAIL,null,2,HCL JAP PLAT,Consult - Platforms,6.72,1,6.72,0.40,6.72,0.00,6.72,0,,JAPAN,nkone,saikarthik,2018-06-01 4:28:19,Fri,4,6.72
2018-04-01,2018-05-01,2018-05-20,2018-05-23,7-233022387,pcipion,Programmatic Direct (Deals),fr,2018-05-23,FALSE,0.00,6.72,FALSE,EMAIL,EMAIL,null,1,HCL DUB PLAT,Platforms,6.72,1,6.72,0.06,6.72,0.00,6.72,0,,DUBLIN,hmatos,hmatos,2018-05-23 14:51:55,Wed,14,6.72
2018-04-01,2018-06-01,2018-06-17,2018-06-19,2-773922208,mattas,Order & Line Item Delivery (Adserving),en,2018-06-19,FALSE,0.00,6.72,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.72,1,6.72,0.00,0.01,0.00,6.72,0,,EMEA,enagabushanam,sgangadhari,2018-06-19 18:40:33,Tue,18,6.72
2018-04-01,2018-06-01,2018-06-10,2018-06-11,4-807922647,ggunturi,Reporting,en,2018-06-11,FALSE,2.48,4.24,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.72,2,6.72,0.02,0.02,0.00,6.72,0,,EMEA,bhandaris,sgangadhari,2018-06-11 13:43:08,Mon,13,2.12
2018-04-01,2018-05-01,2018-05-06,2018-05-09,0-809321832,koduganti,Yield Management,en,2018-05-08,FALSE,0.00,6.71,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,6.71,1,6.71,1.27,6.71,0.00,6.71,0,,APAC,ldaram,larasur,2018-05-09 6:26:30,Wed,6,6.71
2018-04-01,2018-06-01,2018-06-17,2018-06-21,8-296122854,fbettini,Programmatic Direct (Deals),es,2018-06-21,FALSE,0.00,6.71,FALSE,EMAIL,EMAIL,Easy,2,HCL SAO PLAT,Platforms,6.71,1,6.71,0.05,6.71,0.00,6.71,0,,LATAM,martinsanchez,saikarthik,2018-06-21 20:25:32,Thu,20,6.71
2018-04-01,2018-04-01,2018-04-15,2018-04-20,0-396621748,pandrac,Inventory Management,en,2018-04-20,FALSE,0.00,6.71,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Consult - Monetization,6.71,1,6.71,1.23,6.71,0.00,6.71,0,,EMEA,aaluguri,ashwint,2018-04-20 18:12:11,Fri,18,6.71
2018-04-01,2018-06-01,2018-06-03,2018-06-06,3-486822536,cborchetia,Administration,en,2018-06-06,FALSE,0.58,6.12,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD PLAT,Platforms,6.70,2,6.70,0.54,2.41,0.00,6.70,0,,NA,nayaka,sbalasundaram,2018-06-06 20:28:31,Wed,20,3.06
2018-04-01,2018-06-01,2018-06-24,2018-06-29,1-960422727,cborchetia,Programmatic Direct (Deals),en,2018-06-29,FALSE,0.75,5.95,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.70,3,6.70,0.00,0.02,0.00,6.70,1,,NA,nayaka,sbalasundaram,2018-06-29 18:55:02,Fri,18,1.98
2018-04-01,2018-05-01,2018-05-06,2018-05-11,4-801222140,ftaffi,Video,it,2018-05-11,FALSE,0.40,6.29,FALSE,EMAIL,EMAIL,Easy,3,HCL DUB PLAT,Platforms,6.70,3,6.70,0.11,3.85,0.00,6.70,0,,DUBLIN,hmatos,hmatos,2018-05-11 15:13:23,Fri,15,2.10
2018-04-01,2018-05-01,2018-05-20,2018-05-22,4-393622188,tpadala,Forecasting (IMF),en,2018-05-22,FALSE,0.01,6.69,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.70,2,6.70,0.00,5.91,0.00,6.70,0,,EMEA,vereddy,sgangadhari,2018-05-22 19:51:15,Tue,19,3.34
2018-04-01,2018-04-01,2018-04-22,2018-04-23,3-354821886,mrohith,Tagging,en,2018-04-22,FALSE,0.00,6.70,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.70,1,6.70,0.67,6.70,0.00,6.03,0,,EMEA,enagabushanam,sgangadhari,2018-04-23 11:50:04,Mon,11,6.70
2018-04-01,2018-05-01,2018-05-06,2018-05-10,6-926222406,rishikav,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-05-10,FALSE,0.00,6.69,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,6.69,1,6.69,1.88,6.69,0.00,6.69,0,,NA,vbandikalla,mshabbir,2018-05-10 19:31:01,Thu,19,6.69
2018-04-01,2018-05-01,2018-05-13,2018-05-18,1-045221992,ppotharaveni,Account Management,en,2018-05-18,FALSE,0.25,6.44,FALSE,EMAIL,EMAIL,Easy,6,HCL HYD MON,Consult - Monetization,6.68,2,6.68,0.03,6.16,0.00,6.68,0,,EMEA,malavikas,ashwint,2018-05-18 17:47:30,Fri,17,3.22
2018-04-01,2018-04-01,2018-04-15,2018-04-16,8-984622132,fbettini,Formats & Creative Trafficking,es,2018-04-16,FALSE,0.00,6.68,FALSE,EMAIL,EMAIL,Easy,1,HCL SAO PLAT,Platforms,6.68,1,6.68,0.21,6.68,0.00,6.68,0,,LATAM,martinsanchez,saikarthik,2018-04-16 20:12:21,Mon,20,6.68
2018-04-01,2018-06-01,2018-06-10,2018-06-15,1-815922799,vpothakamuri,Native,en,2018-06-15,FALSE,0.05,6.64,FALSE,EMAIL,EMAIL,Medium,3,HCL HYD MON,Monetization,6.68,2,6.68,0.21,2.33,0.00,6.68,0,,APAC,ldaram,larasur,2018-06-15 13:01:46,Fri,13,3.32
2018-04-01,2018-06-01,2018-06-10,2018-06-12,3-056122412,sthirunagiri,Policy,en,2018-06-11,FALSE,0.00,6.68,FALSE,EMAIL,EMAIL,null,1,HCL HYD MON,Consult - Monetization,6.68,1,6.68,0.15,6.68,0.00,6.68,0,,APAC,praveenrao,larasur,2018-06-12 7:25:21,Tue,7,6.68
2018-04-01,2018-04-01,2018-04-15,2018-04-19,5-693321842,vpothakamuri,Yield Management,en,2018-04-18,FALSE,1.52,5.16,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Consult - Monetization,6.68,2,6.68,1.86,3.81,0.00,6.68,0,,APAC,ldaram,larasur,2018-04-19 8:59:12,Thu,8,2.58
2018-04-01,2018-05-01,2018-05-13,2018-05-15,3-159922231,rampradeeps,Account Management,en,2018-05-15,FALSE,0.00,6.68,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Consult - Monetization,6.68,1,6.68,0.00,6.68,0.00,6.68,0,,APAC,ldaram,larasur,2018-05-16 5:34:36,Wed,5,6.68
2018-04-01,2018-05-01,2018-05-13,2018-05-15,3-446022157,vinjamuriki,Order & Line Item Setup,en,2018-05-15,FALSE,0.00,6.67,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.67,1,6.67,0.29,6.67,0.00,6.67,0,,EMEA,enagabushanam,sgangadhari,2018-05-15 13:17:21,Tue,13,6.67
2018-04-01,2018-05-01,2018-05-06,2018-05-09,1-028522114,roshnim,Reporting,en,2018-05-09,FALSE,0.00,6.67,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.67,1,6.67,1.48,6.67,0.00,6.67,0,,NA,pampara,vipinnair,2018-05-09 20:44:45,Wed,20,6.67
2018-04-01,2018-06-01,2018-05-27,2018-06-01,7-782822234,sveggalam,Reporting,en,2018-06-01,FALSE,0.00,6.67,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Consult - Platforms,6.67,1,6.67,1.38,6.67,0.00,6.67,0,,EMEA,vereddy,sgangadhari,2018-06-01 20:27:26,Fri,20,6.67
2018-04-01,2018-05-01,2018-05-06,2018-05-07,6-778422056,shreyasgupta,Reporting,en,2018-05-07,FALSE,0.00,6.67,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD PLAT,Platforms,6.67,1,6.67,0.56,6.67,0.00,6.67,0,,EMEA,mvallamdas,sgangadhari,2018-05-07 17:03:22,Mon,17,6.67
2018-04-01,2018-06-01,2018-06-10,2018-06-15,4-299422397,lkalinowski,Order & Line Item Delivery (Adserving),pl,2018-06-15,FALSE,0.47,6.20,FALSE,EMAIL,EMAIL,null,2,HCL KRK PLAT,Platforms,6.67,2,6.67,0.11,5.69,0.00,6.67,0,,KRAKOW,hmatos,hmatos,2018-06-15 13:50:04,Fri,13,3.10
2018-04-01,2018-04-01,2018-04-15,2018-04-19,3-369921877,htokala,Reporting,en,2018-04-19,FALSE,0.00,6.66,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.66,2,6.66,0.03,0.04,0.00,6.66,1,,NA,djavvaji,vipinnair,2018-04-20 2:32:30,Fri,2,3.33
2018-04-01,2018-05-01,2018-05-20,2018-05-23,2-554222428,shreyasgupta,Formats & Creative Trafficking,en,2018-05-23,FALSE,0.00,6.66,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.66,2,6.66,0.01,0.01,0.00,6.66,1,,EMEA,mvallamdas,sgangadhari,2018-05-23 15:29:28,Wed,15,3.33
2018-04-01,2018-04-01,2018-04-22,2018-04-25,6-752822055,abandela,Formats & Creative Trafficking,en,2018-04-25,FALSE,0.00,6.65,FALSE,EMAIL,EMAIL,null,1,HCL HYD PLAT,Platforms,6.65,1,6.65,0.38,6.65,0.00,6.65,0,,EMEA,enagabushanam,sgangadhari,2018-04-25 16:45:31,Wed,16,6.65
2018-04-01,2018-05-01,2018-05-13,2018-05-15,9-315322096,vajjalwar,Reporting,en,2018-05-14,FALSE,0.19,5.95,TRUE,EMAIL,CHAT,Medium,1,HCL HYD PLAT,Consult - Platforms,6.65,3,6.65,0.04,0.04,0.51,6.65,1,,APAC,mrengarajan,vsunda,2018-05-15 10:57:55,Tue,10,1.98
2018-04-01,2018-04-01,2018-04-01,2018-04-05,7-512221866,vpothakamuri,Programmatic Direct (Deals),en,2018-04-04,FALSE,0.57,6.07,FALSE,EMAIL,CHAT,Medium,2,HCL HYD MON,Consult - Monetization,6.65,3,6.65,0.17,0.18,0.00,6.65,0,,APAC,ldaram,larasur,2018-04-05 6:44:53,Thu,6,2.02
2018-04-01,2018-05-01,2018-04-29,2018-05-03,0-505821676,yadiki,Order & Line Item Delivery (Adserving),en,2018-05-03,FALSE,0.00,6.64,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.64,1,6.64,0.01,0.01,0.00,6.64,0,,NA,nayaka,sbalasundaram,2018-05-03 20:53:20,Thu,20,6.64
2018-04-01,2018-05-01,2018-05-13,2018-05-15,9-289922135,mpiechula,Order & Line Item Delivery (Adserving),de,2018-05-15,FALSE,0.65,5.98,FALSE,EMAIL,EMAIL,Easy,2,HCL KRK PLAT,Platforms,6.63,2,6.63,0.47,5.59,0.00,6.63,0,,KRAKOW,hmatos,hmatos,2018-05-15 14:36:46,Tue,14,2.99
2018-04-01,2018-06-01,2018-06-10,2018-06-11,8-706322518,akulaaditya,Programmatic Direct (Deals),en,2018-06-11,FALSE,0.00,6.63,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,6.63,1,6.63,1.96,6.63,0.00,6.63,0,,EMEA,sabaiqbal,ashwint,2018-06-11 16:59:20,Mon,16,6.63
2018-04-01,2018-06-01,2018-05-27,2018-06-01,1-028422548,fsoncini,Reporting,it,2018-06-01,FALSE,0.24,6.39,FALSE,EMAIL,EMAIL,Easy,2,HCL DUB PLAT,Platforms,6.63,2,6.63,0.05,4.03,0.00,6.63,0,,DUBLIN,hmatos,hmatos,2018-06-01 13:27:31,Fri,13,3.19
2018-04-01,2018-06-01,2018-06-10,2018-06-13,1-253322472,rampradeeps,Account Management,en,2018-06-12,FALSE,2.36,4.27,FALSE,EMAIL,EMAIL,Easy,6,HCL HYD MON,Consult - Monetization,6.63,2,6.63,0.53,4.62,0.00,6.63,0,,APAC,ldaram,larasur,2018-06-13 6:35:52,Wed,6,2.13
2018-04-01,2018-05-01,2018-05-06,2018-05-08,2-974222035,lkalinowski,Reporting,de,2018-05-08,FALSE,0.00,6.63,FALSE,EMAIL,EMAIL,Easy,2,HCL KRK PLAT,Platforms,6.63,1,6.63,0.58,6.63,0.00,6.63,0,,KRAKOW,hmatos,hmatos,2018-05-08 14:22:50,Tue,14,6.63
2018-04-01,2018-06-01,2018-06-17,2018-06-22,0-695022582,rampradeeps,Yield Management,en,2018-06-21,FALSE,3.09,3.53,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,6.63,2,6.63,0.02,3.50,0.00,6.63,0,,APAC,ldaram,larasur,2018-06-22 7:33:10,Fri,7,1.77
2018-04-01,2018-04-01,2018-04-08,2018-04-13,7-363321617,jkunjumon,Video,en,2018-04-12,FALSE,0.00,6.18,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Consult - Platforms,6.62,1,6.62,0.00,6.62,0.00,6.62,0,,APAC,susaurabh,vsunda,2018-04-13 10:59:54,Fri,10,6.18
2018-04-01,2018-04-01,2018-04-01,2018-04-05,6-682721847,bvuppu,Order & Line Item Delivery (Adserving),en,2018-04-05,FALSE,0.00,6.62,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD PLAT,Platforms,6.62,2,6.62,0.29,4.80,0.00,6.62,0,,APAC,nayaka,sbalasundaram,2018-04-05 21:30:54,Thu,21,3.31
2018-04-01,2018-04-01,2018-04-01,2018-04-03,6-906721567,mnaderuddin,Administration,en,2018-04-03,FALSE,0.00,6.62,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,6.62,1,6.62,0.59,6.62,0.00,6.62,0,,EMEA,jjonnalagadda,ashwint,2018-04-03 15:20:59,Tue,15,6.62
2018-04-01,2018-05-01,2018-05-27,2018-05-30,8-950122217,umaurya,Reporting,en,2018-05-30,FALSE,0.00,6.62,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD PLAT,Consult - Platforms,6.62,1,6.62,3.62,6.62,0.00,6.62,0,,NA,lucyk,sbalasundaram,2018-05-30 23:16:40,Wed,23,6.62
2018-04-01,2018-05-01,2018-05-27,2018-05-30,4-835122091,vinjamuriki,Programmatic Direct (Deals),en,2018-05-30,FALSE,0.40,6.22,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.62,2,6.62,0.76,5.17,0.00,6.62,0,,EMEA,enagabushanam,sgangadhari,2018-05-30 15:24:55,Wed,15,3.11
2018-04-01,2018-05-01,2018-04-29,2018-05-04,6-156421789,olcese,Formats & Creative Trafficking,pt-BR,2018-05-04,FALSE,3.61,3.01,FALSE,EMAIL,EMAIL,Easy,4,HCL SAO PLAT,Platforms,6.62,4,6.62,0.15,0.37,0.00,6.62,0,,LATAM,martinsanchez,saikarthik,2018-05-04 20:07:57,Fri,20,0.75
2018-04-01,2018-05-01,2018-05-06,2018-05-07,8-311522055,yadiki,Tagging,en,2018-05-07,FALSE,0.00,6.61,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.61,1,6.61,0.01,0.02,0.00,6.61,0,,NA,nayaka,sbalasundaram,2018-05-07 19:54:56,Mon,19,6.61
2018-04-01,2018-04-01,2018-04-22,2018-04-26,5-494821847,rkhurseed,Reporting,en,2018-04-26,FALSE,0.00,2.05,TRUE,EMAIL,EMAIL,Medium,2,HCL HYD PLAT,Platforms,6.61,2,6.61,0.37,1.23,4.56,6.61,0,,NA,lucyk,sbalasundaram,2018-04-26 23:21:40,Thu,23,1.03
2018-04-01,2018-04-01,2018-04-08,2018-04-12,5-369621628,tbhavana,Tagging,en,2018-04-11,FALSE,2.26,4.35,FALSE,EMAIL,CHAT,Easy,3,HCL HYD PLAT,Consult - Platforms,6.61,3,6.61,0.00,0.01,0.00,6.61,0,,APAC,susaurabh,vsunda,2018-04-12 10:28:22,Thu,10,1.45
2018-04-01,2018-04-01,2018-04-01,2018-04-02,0-827621927,olcese,Programmatic Direct (Deals),pt-BR,2018-04-02,FALSE,0.00,6.61,FALSE,EMAIL,EMAIL,Medium,1,HCL SAO PLAT,Platforms,6.61,1,6.61,2.68,6.61,0.00,6.61,0,,LATAM,martinsanchez,saikarthik,2018-04-02 21:12:28,Mon,21,6.61
2018-04-01,2018-06-01,2018-06-03,2018-06-03,6-351722292,rampradeeps,Administration,en,2018-06-03,FALSE,0.00,6.61,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD MON,Consult - Monetization,6.61,1,6.61,0.00,6.61,0.00,0.00,0,,APAC,ldaram,larasur,2018-06-04 4:57:37,Mon,4,6.61
2018-04-01,2018-05-01,2018-05-27,2018-05-30,3-100422169,anuragkumarr,Native,en,2018-05-29,FALSE,0.00,6.60,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Consult - Monetization,6.60,1,6.60,0.06,6.60,0.00,6.60,0,,APAC,ldaram,larasur,2018-05-30 9:10:57,Wed,9,6.60
2018-04-01,2018-05-01,2018-05-06,2018-05-09,0-058522207,nwalnekar,Programmatic Direct (Deals),en,2018-05-09,FALSE,3.78,2.81,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.59,1,6.59,0.00,6.59,0.00,6.59,0,,NA,pampara,vipinnair,2018-05-09 23:53:25,Wed,23,2.81
2018-04-01,2018-04-01,2018-04-22,2018-04-27,7-831521991,mattas,Order & Line Item Delivery (Adserving),en,2018-04-27,FALSE,0.00,6.59,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.59,1,6.59,0.67,6.59,0.00,6.59,0,,EMEA,enagabushanam,sgangadhari,2018-04-27 17:26:03,Fri,17,6.59
2018-04-01,2018-05-01,2018-05-13,2018-05-17,0-217822152,koduganti,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-05-16,FALSE,0.00,6.59,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,6.59,1,6.59,0.29,6.59,0.00,6.59,0,,APAC,ldaram,larasur,2018-05-17 10:25:53,Thu,10,6.59
